,date,admin1,admin2,market,latitude,longitude,commodity,unit,priceflag,pricetype,currency,price,usdprice
0,#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
8988,15/06/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Maize,90 KG,actual,Wholesale,KES,5265,45.3098
8989,15/06/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Potatoes,50 KG,actual,Wholesale,KES,2544,21.8933
8990,15/06/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Beans,90 KG,actual,Wholesale,KES,8697,74.8451
8991,15/06/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Beans,90 KG,actual,Wholesale,KES,8300.5,71.4329
8992,15/06/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Beans,90 KG,actual,Wholesale,KES,9500,81.7556
8996,15/06/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Maize,90 KG,actual,Wholesale,KES,4658,40.0861
8997,15/06/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Potatoes,50 KG,actual,Wholesale,KES,2285,19.6644
8998,15/06/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Rice,50 KG,actual,Wholesale,KES,7583,65.2582
8999,15/06/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Beans,90 KG,actual,Wholesale,KES,8664,74.5611
9000,15/06/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Beans,90 KG,actual,Wholesale,KES,8214,70.6885
9001,15/06/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Beans,90 KG,actual,Wholesale,KES,9300,80.0344
9006,15/06/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Maize,90 KG,actual,Wholesale,KES,5595,48.1497
9007,15/06/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Potatoes,50 KG,actual,Wholesale,KES,3000,25.8176
9008,15/06/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Rice,50 KG,actual,Wholesale,KES,8000,68.8468
9010,15/06/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Beans,90 KG,actual,Wholesale,KES,9630,82.8744
9011,15/06/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Beans,90 KG,actual,Wholesale,KES,8550,73.58
9012,15/06/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Beans,90 KG,actual,Wholesale,KES,9923,85.3959
9019,15/06/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,Rice,50 KG,actual,Wholesale,KES,6133,52.7797
9020,15/06/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,Beans,90 KG,actual,Wholesale,KES,10080,86.747
9021,15/06/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,Beans,90 KG,actual,Wholesale,KES,12600,108.4337
9025,15/06/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Maize,90 KG,actual,Wholesale,KES,5801,49.9225
9026,15/06/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Potatoes,50 KG,actual,Wholesale,KES,2200,18.9329
9027,15/06/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Rice,50 KG,actual,Wholesale,KES,5555,47.8055
9028,15/06/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Beans,90 KG,actual,Wholesale,KES,11997,103.2444
9029,15/06/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Beans,90 KG,actual,Wholesale,KES,11097.5,95.5034
9030,15/06/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Beans,90 KG,actual,Wholesale,KES,10998,94.6472
9034,15/06/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,Maize,90 KG,actual,Wholesale,KES,4737,40.7659
9035,15/06/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,Rice,50 KG,actual,Wholesale,KES,5375,46.2565
9036,15/06/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,Beans,90 KG,actual,Wholesale,KES,8869,76.3253
9037,15/06/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,Beans,90 KG,actual,Wholesale,KES,9675,83.2616
9042,15/06/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,5988,51.5318
9044,15/06/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,2047,17.6162
9045,15/06/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Rice,50 KG,actual,Wholesale,KES,6317,54.3632
9046,15/06/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,13500,116.179
9047,15/06/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,8812.5,75.8391
9048,15/06/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,12600,108.4337
9054,15/06/2022,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,Potatoes,50 KG,actual,Wholesale,KES,3167,27.2547
9055,15/06/2022,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,Beans,90 KG,actual,Wholesale,KES,12398,106.6954
9059,15/06/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Maize,90 KG,actual,Wholesale,KES,5437,46.79
9060,15/06/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Potatoes,50 KG,actual,Wholesale,KES,1733,14.9139
9061,15/06/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Rice,50 KG,actual,Wholesale,KES,6000,51.6351
9062,15/06/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Beans,90 KG,actual,Wholesale,KES,12600,108.4337
9063,15/06/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Beans,90 KG,actual,Wholesale,KES,8602.5,74.0318
9064,15/06/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Beans,90 KG,actual,Wholesale,KES,9360,80.5508
9075,15/07/2022,Coast,Mombasa,Kongowea (Mombasa),-4.05723,39.6626,Maize,90 KG,actual,Wholesale,KES,5499,46.9198
9076,15/07/2022,Coast,Mombasa,Kongowea (Mombasa),-4.05723,39.6626,Potatoes,50 KG,actual,Wholesale,KES,2075,17.7048
9078,15/07/2022,Coast,Mombasa,Kongowea (Mombasa),-4.05723,39.6626,Beans,90 KG,actual,Wholesale,KES,10701,91.3055
9083,15/07/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Rice,50 KG,actual,Wholesale,KES,9000,76.7918
9084,15/07/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Beans,90 KG,actual,Wholesale,KES,8910,76.0239
9085,15/07/2022,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,Maize,90 KG,actual,Wholesale,KES,5985,51.0666
9086,15/07/2022,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,Potatoes,50 KG,actual,Wholesale,KES,2500,21.3311
9091,15/07/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,Maize,90 KG,actual,Wholesale,KES,6675,56.9539
9092,15/07/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,Potatoes,50 KG,actual,Wholesale,KES,1854,15.8191
9094,15/07/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,Beans,90 KG,actual,Wholesale,KES,17100,145.9044
9095,15/07/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,Beans,90 KG,actual,Wholesale,KES,9750,83.1911
9101,15/07/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Maize,90 KG,actual,Wholesale,KES,5095,43.4727
9102,15/07/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Potatoes,50 KG,actual,Wholesale,KES,2494,21.2799
9103,15/07/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Beans,90 KG,actual,Wholesale,KES,10218,87.1843
9104,15/07/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Beans,90 KG,actual,Wholesale,KES,9282,79.198
9105,15/07/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Beans,90 KG,actual,Wholesale,KES,10960,93.5154
9111,15/07/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Maize,90 KG,actual,Wholesale,KES,6275,53.541
9112,15/07/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Potatoes,50 KG,actual,Wholesale,KES,1876,16.0068
9113,15/07/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Rice,50 KG,actual,Wholesale,KES,9125,77.8584
9114,15/07/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Beans,90 KG,actual,Wholesale,KES,11077,94.5137
9115,15/07/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Beans,90 KG,actual,Wholesale,KES,8501,72.5341
9116,15/07/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Beans,90 KG,actual,Wholesale,KES,11386,97.1502
9121,15/07/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Maize,90 KG,actual,Wholesale,KES,7313,62.3976
9122,15/07/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Potatoes,50 KG,actual,Wholesale,KES,2313,19.7355
9123,15/07/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Rice,50 KG,actual,Wholesale,KES,7906,67.4573
9125,15/07/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Beans,90 KG,actual,Wholesale,KES,8550,72.9522
9126,15/07/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Beans,90 KG,actual,Wholesale,KES,10575,90.2304
9132,15/07/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,Maize,90 KG,actual,Wholesale,KES,5640,48.1229
9134,15/07/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,Rice,50 KG,actual,Wholesale,KES,6400,54.6075
9135,15/07/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,Beans,90 KG,actual,Wholesale,KES,10080,86.0068
9136,15/07/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,Beans,90 KG,actual,Wholesale,KES,12600,107.5085
9141,15/07/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Maize,90 KG,actual,Wholesale,KES,6804,58.0546
9142,15/07/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Potatoes,50 KG,actual,Wholesale,KES,2350,20.0512
9143,15/07/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Rice,50 KG,actual,Wholesale,KES,7687,65.5887
9144,15/07/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Beans,90 KG,actual,Wholesale,KES,11799,100.6741
9145,15/07/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Beans,90 KG,actual,Wholesale,KES,11797,100.657
9146,15/07/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Beans,90 KG,actual,Wholesale,KES,11097,94.6843
9151,15/07/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,Maize,90 KG,actual,Wholesale,KES,5850,49.9147
9153,15/07/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,Rice,50 KG,actual,Wholesale,KES,5000,42.6621
9154,15/07/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,Beans,90 KG,actual,Wholesale,KES,8700,74.2321
9155,15/07/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,Beans,90 KG,actual,Wholesale,KES,9675,82.5512
9161,15/07/2022,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),-2.09913,36.79296,Potatoes,50 KG,actual,Wholesale,KES,3215,27.4317
9162,15/07/2022,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),-2.09913,36.79296,Beans,90 KG,actual,Wholesale,KES,8496,72.4915
9167,15/07/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Maize,90 KG,actual,Wholesale,KES,5969,50.93
9168,15/07/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Potatoes,50 KG,actual,Wholesale,KES,2350,20.0512
9169,15/07/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Rice,50 KG,actual,Wholesale,KES,6400,54.6075
9171,15/07/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Beans,90 KG,actual,Wholesale,KES,10701,91.3055
9172,15/07/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Beans,90 KG,actual,Wholesale,KES,9900,84.471
9173,15/07/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Beans,90 KG,actual,Wholesale,KES,8325,71.0324
9179,15/07/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,8128,69.3515
9181,15/07/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,1436,12.2526
9182,15/07/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Rice,50 KG,actual,Wholesale,KES,6900,58.8737
9183,15/07/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,9650,82.3379
9184,15/07/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,12666,108.0717
9190,15/07/2022,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,Potatoes,50 KG,actual,Wholesale,KES,2875,24.5307
9191,15/07/2022,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,Beans,90 KG,actual,Wholesale,KES,11396,97.2355
9195,15/07/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Maize,90 KG,actual,Wholesale,KES,5502,46.9454
9196,15/07/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Potatoes,50 KG,actual,Wholesale,KES,1278,10.9044
9197,15/07/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Rice,50 KG,actual,Wholesale,KES,6000,51.1945
9198,15/07/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Beans,90 KG,actual,Wholesale,KES,6750,57.5939
9199,15/07/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Beans,90 KG,actual,Wholesale,KES,8955,76.4079
9200,15/07/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Beans,90 KG,actual,Wholesale,KES,10200,87.0307
9211,15/08/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Potatoes,50 KG,actual,Wholesale,KES,1855,15.6606
9212,15/08/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Rice,50 KG,actual,Wholesale,KES,9000,75.9814
9213,15/08/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Beans,90 KG,actual,Wholesale,KES,8550,72.1824
9214,15/08/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Beans,90 KG,actual,Wholesale,KES,7740,65.344
9215,15/08/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Beans,90 KG,actual,Wholesale,KES,8640,72.9422
9221,15/08/2022,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,Maize,90 KG,actual,Wholesale,KES,5850,49.3879
9222,15/08/2022,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,Potatoes,50 KG,actual,Wholesale,KES,2333.33,19.6989
9227,15/08/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,Maize,90 KG,actual,Wholesale,KES,6450,54.4534
9228,15/08/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,Potatoes,50 KG,actual,Wholesale,KES,1781.25,15.038
9229,15/08/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,Beans,90 KG,actual,Wholesale,KES,11250,94.9768
9235,15/08/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Maize,90 KG,actual,Wholesale,KES,5424.75,45.7978
9236,15/08/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Potatoes,50 KG,actual,Wholesale,KES,2143.33,18.0948
9237,15/08/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Rice,50 KG,actual,Wholesale,KES,6250,52.7649
9238,15/08/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Beans,90 KG,actual,Wholesale,KES,9465.3,79.9097
9239,15/08/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Beans,90 KG,actual,Wholesale,KES,8397,70.8907
9240,15/08/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Beans,90 KG,actual,Wholesale,KES,11621.1,98.1098
9246,15/08/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Maize,90 KG,actual,Wholesale,KES,5599.8,47.2756
9247,15/08/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Potatoes,50 KG,actual,Wholesale,KES,1810,15.2807
9248,15/08/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Rice,50 KG,actual,Wholesale,KES,9075,76.6146
9249,15/08/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Beans,90 KG,actual,Wholesale,KES,11039.4,93.1988
9250,15/08/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Beans,90 KG,actual,Wholesale,KES,9714.38,82.0125
9251,15/08/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,Beans,90 KG,actual,Wholesale,KES,12198.6,102.9852
9256,15/08/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Maize,90 KG,actual,Wholesale,KES,6750,56.9861
9257,15/08/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Potatoes,50 KG,actual,Wholesale,KES,2687.5,22.6889
9258,15/08/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Rice,50 KG,actual,Wholesale,KES,8583.33,72.4638
9259,15/08/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Beans,90 KG,actual,Wholesale,KES,9292.5,78.4508
9260,15/08/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,Beans,90 KG,actual,Wholesale,KES,11400,96.2431
9266,15/08/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,Maize,90 KG,actual,Wholesale,KES,5760,48.6281
9268,15/08/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,Rice,50 KG,actual,Wholesale,KES,6400,54.0312
9269,15/08/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,Beans,90 KG,actual,Wholesale,KES,10080,85.0992
9270,15/08/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,Beans,90 KG,actual,Wholesale,KES,12600,106.374
9275,15/08/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Maize,90 KG,actual,Wholesale,KES,6163.2,52.0321
9276,15/08/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Potatoes,50 KG,actual,Wholesale,KES,2620,22.119
9277,15/08/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Rice,50 KG,actual,Wholesale,KES,7500,63.3179
9278,15/08/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Beans,90 KG,actual,Wholesale,KES,11757.6,99.2621
9279,15/08/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Beans,90 KG,actual,Wholesale,KES,11599.2,97.9249
9280,15/08/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,Beans,90 KG,actual,Wholesale,KES,11197.8,94.5361
9285,15/08/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,Maize,90 KG,actual,Wholesale,KES,6075,51.2875
9286,15/08/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,Rice,50 KG,actual,Wholesale,KES,5000,42.2119
9287,15/08/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,Beans,90 KG,actual,Wholesale,KES,8850,74.7151
9288,15/08/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,Beans,90 KG,actual,Wholesale,KES,9900,83.5796
9293,15/08/2022,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),-2.09913,36.79296,Potatoes,50 KG,actual,Wholesale,KES,2855,24.103
9294,15/08/2022,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),-2.09913,36.79296,Beans,90 KG,actual,Wholesale,KES,9000,75.9814
9299,15/08/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Maize,90 KG,actual,Wholesale,KES,5709.38,48.2007
9300,15/08/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Potatoes,50 KG,actual,Wholesale,KES,2589.58,21.8622
9301,15/08/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Rice,50 KG,actual,Wholesale,KES,6400,54.0312
9302,15/08/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Beans,90 KG,actual,Wholesale,KES,11700,98.7759
9303,15/08/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Beans,90 KG,actual,Wholesale,KES,9956.25,84.0545
9304,15/08/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,Beans,90 KG,actual,Wholesale,KES,11250,94.9768
9310,15/08/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,5872.5,49.5779
9312,15/08/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,1514,12.7818
9313,15/08/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Rice,50 KG,actual,Wholesale,KES,7240,61.1228
9314,15/08/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,12600,106.374
9315,15/08/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,11880,100.2955
9316,15/08/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,13077,110.401
9322,15/08/2022,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,Potatoes,50 KG,actual,Wholesale,KES,3000,25.3271
9323,15/08/2022,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,Beans,90 KG,actual,Wholesale,KES,9897.75,83.5606
9324,15/08/2022,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,Beans,90 KG,actual,Wholesale,KES,12420,104.8544
9328,15/08/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Maize,90 KG,actual,Wholesale,KES,4959,41.8658
9329,15/08/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Potatoes,50 KG,actual,Wholesale,KES,1247,10.5276
9330,15/08/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Beans,90 KG,actual,Wholesale,KES,8280,69.9029
9331,15/08/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,Beans,90 KG,actual,Wholesale,KES,10800,91.1777
9336,15/09/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,Maize,90 KG,actual,Wholesale,KES,6201,51.9347
9338,15/09/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,Beans,90 KG,actual,Wholesale,KES,11997,100.4774
9339,15/09/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,Beans,90 KG,actual,Wholesale,KES,14004,117.2864
9345,15/09/2022,Coast,Mombasa,Kongowea (Mombasa),-4.05723,39.6626,Potatoes,50 KG,actual,Wholesale,KES,1538.33,12.8839
9346,15/09/2022,Coast,Mombasa,Kongowea (Mombasa),-4.05723,39.6626,Beans,90 KG,actual,Wholesale,KES,13500,113.0653
9352,15/09/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Potatoes,50 KG,actual,Wholesale,KES,2024.5,16.9556
9353,15/09/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Rice,50 KG,actual,Wholesale,KES,9000,75.3769
9354,15/09/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Beans,90 KG,actual,Wholesale,KES,9810,82.1608
9355,15/09/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Beans,90 KG,actual,Wholesale,KES,10440,87.4372
9356,15/09/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,Beans,90 KG,actual,Wholesale,KES,10620,88.9447
9362,15/09/2022,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,Maize,90 KG,actual,Wholesale,KES,6300,52.7638
9363,15/09/2022,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,Potatoes,50 KG,actual,Wholesale,KES,2300,19.263
9368,15/09/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,Maize,90 KG,actual,Wholesale,KES,6750,56.5327
9369,15/09/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,Potatoes,50 KG,actual,Wholesale,KES,2250,18.8442
9371,15/09/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,Beans,90 KG,actual,Wholesale,KES,11306.25,94.6922
9377,15/09/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Maize,90 KG,actual,Wholesale,KES,5688.6,47.6432
9378,15/09/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,Potatoes,50 KG,actual,Wholesale,KES,2270,19.0117
